date,inflow_cms,outflow_cms,rainfall_mm,temperature_c
2024-07-15,4298.81,3544.75,16.55,8.27
2024-07-16,3998.28,3573.43,10.01,8.27
2024-07-17,4570.46,3695.54,12.91,7.36
2024-07-18,4536.67,4084.83,17.81,7.72
2024-07-19,4632.14,4031.2,7.35,7.61
2024-07-20,4298.36,3615.92,12.51,7.92
2024-07-21,4271.95,3998.02,5.76,8.42
2024-07-22,3895.4,3654.89,12.34,8.81
2024-07-23,4950.35,4116.97,6.49,8.64
2024-07-24,3979.9,3445.8,16.19,8.67
2024-07-25,4832.51,4473.91,20.58,7.77
2024-07-26,3904.54,3284.12,16.07,7.28
2024-07-27,4325.35,3755.7,6.78,7.32
2024-07-28,4979.41,4055.05,18.77,8.13
2024-07-29,4888.99,4099.93,19.81,7.31
2024-07-30,4465.78,4134.91,12.17,10.07
2024-07-31,4106.85,3761.2,16.14,6.91
2024-08-01,5662.35,4917.46,8.83,-1.01
2024-08-02,4987.86,4297.42,14.42,-0.54
2024-08-03,4254.22,3930.61,3.52,-0.86
2024-08-04,3726.29,3339.99,8.77,0.12
2024-08-05,4278.37,3932.49,10.27,-1.28
2024-08-06,4254.49,4024.56,9.59,-0.07
2024-08-07,4037.06,3658.09,11.32,-0.03
2024-08-08,4811.95,4018.81,2.07,-2.03
2024-08-09,5889.98,5270.16,5.77,-1.01
2024-08-10,4328.65,3833.45,8.4,-2.96
2024-08-11,3509.02,3192.89,3.0,-0.09
2024-08-12,4753.21,4219.8,15.75,-2.43
2024-08-13,4376.83,3707.47,0.0,-1.37
2024-08-14,4269.92,3839.13,13.89,-1.68
2024-08-15,4414.16,3919.24,18.59,-0.97
2024-08-16,4715.67,4186.17,10.46,-2.34
2024-08-17,4242.41,3903.77,11.24,-2.27
2024-08-18,4719.33,4320.84,22.21,-1.04
2024-08-19,3529.07,3338.72,11.98,-1.97
2024-08-20,5363.78,4485.87,17.84,-1.92
2024-08-21,4558.42,3845.01,4.29,-1.88
2024-08-22,4648.28,3718.79,4.25,-0.08
2024-08-23,4317.16,3957.78,15.03,-0.64
2024-08-24,4541.46,3676.45,20.89,-2.03
2024-08-25,4719.74,4157.37,11.41,-1.65
2024-08-26,4317.95,3696.55,17.8,0.36
2024-08-27,4745.72,4025.04,10.63,-0.77
2024-08-28,3675.51,3152.65,15.43,-1.86
2024-08-29,5176.4,4888.68,9.2,-1.22
2024-08-30,3991.74,3410.85,0.0,-1.36
2024-08-31,4567.6,3952.94,10.04,-0.48
2024-09-01,4250.19,3590.43,11.62,-6.17
2024-09-02,3808.33,3181.48,17.41,-8.03
2024-09-03,4202.29,3591.79,12.2,-6.85
2024-09-04,4363.58,3710.14,17.82,-8.11
2024-09-05,3877.48,3270.41,18.85,-8.77
2024-09-06,4150.87,3439.8,12.75,-6.93
2024-09-07,4430.37,3713.81,21.08,-8.72
2024-09-08,4075.14,3366.48,9.1,-9.66
2024-09-09,4996.67,4232.2,29.17,-7.29
2024-09-10,5018.59,4670.76,6.54,-7.87
2024-09-11,4876.7,3993.39,0.0,-6.83
2024-09-12,4851.57,4028.98,26.99,-6.18
2024-09-13,4385.95,3869.3,6.88,-7.4
2024-09-14,4979.0,4453.05,15.98,-7.12
2024-09-15,4109.52,3700.26,1.53,-8.51
2024-09-16,4719.29,4421.88,3.78,-8.86
2024-09-17,5393.3,5108.29,9.5,-6.98
2024-09-18,5134.29,4173.36,14.95,-7.02
2024-09-19,4151.99,3755.08,19.83,-9.17
2024-09-20,4119.21,3338.4,10.16,-7.0
2024-09-21,5770.2,4981.8,12.41,-5.89
2024-09-22,4325.92,3678.48,11.55,-6.69
2024-09-23,3629.82,2913.63,10.82,-6.42
2024-09-24,4509.8,4263.64,7.19,-8.04
2024-09-25,4601.11,4261.62,15.46,-8.25
2024-09-26,5270.22,4238.58,19.53,-7.1
2024-09-27,4775.67,3974.44,17.27,-8.6
2024-09-28,4241.69,3659.59,5.86,-10.84
2024-09-29,5097.73,4306.56,2.68,-6.02
2024-09-30,4695.6,4360.64,15.49,-8.69
2024-10-01,1995.51,1728.48,1.04,-9.35
2024-10-02,1967.56,1793.73,5.22,-8.78
2024-10-03,2144.0,1863.93,5.84,-10.34
2024-10-04,1993.44,1733.09,4.41,-9.42
2024-10-05,2154.88,1875.1,0.41,-9.78
2024-10-06,2642.9,2443.38,2.06,-11.38
2024-10-07,2066.27,1817.55,0.7,-10.96
2024-10-08,1913.63,1597.9,3.49,-8.95
2024-10-09,1144.12,1050.85,2.38,-8.46
2024-10-10,1736.0,1429.51,3.54,-12.03
2024-10-11,1627.33,1396.6,4.03,-8.45
2024-10-12,1848.71,1638.56,1.78,-9.48
2024-10-13,1197.29,1110.95,3.98,-11.0
2024-10-14,1982.1,1875.72,0.0,-9.03
2024-10-15,1489.95,1211.99,3.41,-10.79
2024-10-16,2204.52,1958.63,4.93,-8.87
2024-10-17,1952.77,1835.08,3.0,-9.4
2024-10-18,2326.86,2020.12,7.73,-9.94
2024-10-19,1513.26,1433.2,1.17,-12.13
2024-10-20,1803.64,1479.03,0.0,-8.49
2024-10-21,2123.2,1779.34,3.47,-11.14
2024-10-22,1881.99,1538.58,1.48,-10.28
2024-10-23,1898.28,1764.19,1.66,-9.86
2024-10-24,1880.87,1685.46,2.92,-11.58
2024-10-25,1822.61,1571.88,4.19,-11.14
2024-10-26,2165.87,1916.28,1.13,-9.34
2024-10-27,2325.45,2014.38,3.69,-10.69
2024-10-28,1619.21,1527.76,6.07,-9.77
2024-10-29,1974.48,1817.57,2.45,-9.52
2024-10-30,2259.27,1907.37,0.0,-10.45
2024-10-31,1481.27,1341.64,3.21,-10.09
2024-11-01,2072.26,1860.99,1.67,-7.44
2024-11-02,1974.59,1806.48,3.32,-7.28
2024-11-03,2009.14,1677.11,1.21,-7.11
2024-11-04,1853.05,1743.32,2.81,-8.7
2024-11-05,2004.84,1655.04,3.29,-8.32
2024-11-06,1466.95,1387.49,0.78,-8.55
2024-11-07,2141.94,1713.69,1.59,-6.81
2024-11-08,2053.73,1843.74,1.26,-8.18
2024-11-09,2299.12,1949.42,5.25,-7.67
2024-11-10,2239.88,1934.49,2.67,-6.4
2024-11-11,1925.19,1695.35,0.67,-7.63
2024-11-12,1881.94,1684.85,4.37,-6.52
2024-11-13,2430.29,2141.57,3.57,-8.42
2024-11-14,1879.38,1751.05,2.85,-6.59
2024-11-15,2523.38,2323.12,4.72,-8.65
2024-11-16,2498.33,2138.69,5.82,-7.52
2024-11-17,1757.72,1647.32,2.55,-7.33
2024-11-18,1789.47,1613.99,0.0,-9.17
2024-11-19,2044.19,1872.08,1.64,-7.97
2024-11-20,2113.98,1970.82,3.58,-6.85
2024-11-21,2880.62,2701.61,0.94,-7.71
2024-11-22,2275.92,1953.12,1.57,-9.1
2024-11-23,1699.61,1579.2,1.16,-7.38
2024-11-24,1851.41,1498.22,2.03,-8.61
2024-11-25,2268.27,2115.73,1.47,-7.79
2024-11-26,1548.17,1415.68,5.14,-7.67
2024-11-27,2619.27,2428.33,3.32,-7.59
2024-11-28,1996.51,1759.77,3.48,-7.18
2024-11-29,1362.8,1196.65,3.83,-8.54
2024-11-30,2543.45,2093.77,4.44,-7.16
2024-12-01,745.6,673.37,0.0,-0.27
2024-12-02,974.82,913.07,0.33,-0.01
2024-12-03,1600.48,1285.28,0.51,-2.52
2024-12-04,1478.56,1335.16,0.16,-0.29
2024-12-05,1025.27,825.57,1.05,-2.62
2024-12-06,1125.54,977.59,0.93,-0.45
2024-12-07,1684.79,1556.87,1.76,-2.64
2024-12-08,1163.05,1008.79,0.71,-2.7
2024-12-09,1084.01,984.05,0.4,-1.62
2024-12-10,1153.59,1023.91,0.0,-1.46
2024-12-11,1090.65,960.4,0.0,-1.47
2024-12-12,1199.0,1033.31,0.36,0.0
2024-12-13,1299.41,1147.54,0.07,0.77
2024-12-14,1425.5,1313.75,0.06,-1.72
2024-12-15,926.11,749.24,0.49,-1.86
2024-12-16,1194.23,981.15,0.73,0.83
2024-12-17,1396.49,1187.77,0.0,-2.72
2024-12-18,1499.6,1241.98,0.44,-1.12
2024-12-19,1767.77,1484.17,0.0,-0.99
2024-12-20,1223.11,1086.64,0.85,-0.9
2024-12-21,1932.48,1814.96,0.0,-1.51
2024-12-22,1538.19,1346.94,0.0,-1.87
2024-12-23,1305.58,1057.74,1.85,-0.15
2024-12-24,1455.31,1257.37,1.28,-2.25
2024-12-25,1783.34,1662.97,0.71,-2.98
2024-12-26,1288.62,1106.0,0.0,-0.29
2024-12-27,1402.27,1206.75,1.03,-1.6
2024-12-28,1001.37,912.74,0.0,-1.55
2024-12-29,1224.79,1050.72,0.0,-1.05
2024-12-30,1352.56,1167.01,1.85,0.55
2024-12-31,1141.68,1001.81,0.42,-2.19
